MMSI,BaseDateTime,LAT,LON,SOG,COG,Heading,VesselName,IMO,CallSign,VesselType,Status,Length,Width,Draft,Cargo,TransceiverClass
248727000,2024-01-01T06:35:08,32.02417,-81.04617,0.1,279.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:38:28,32.02417,-81.04617,0.1,171.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:37:27,32.02417,-81.04617,0.1,242.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:36:18,32.02417,-81.04617,0.1,331.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:39:38,32.02417,-81.04617,0.0,335.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:43:07,32.02417,-81.04617,0.1,220.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:40:47,32.02417,-81.04617,0.1,72.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T05:31:18,32.02417,-81.04617,0.1,157.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:45:18,32.02417,-81.04617,0.1,330.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T05:33:37,32.02417,-81.04617,0.0,69.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:48:48,32.02417,-81.04617,0.1,326.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:47:38,32.02417,-81.04617,0.0,146.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:51:08,32.02417,-81.04617,0.0,3.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:52:17,32.02417,-81.04617,0.0,329.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T01:17:17,32.02417,-81.04617,0.1,291.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:54:37,32.02417,-81.04617,0.0,327.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:53:27,32.02417,-81.04617,0.1,210.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:55:56,32.02417,-81.04617,0.1,294.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:58:18,32.02417,-81.04617,0.1,169.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:59:27,32.02417,-81.04617,0.0,197.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T05:39:37,32.02417,-81.04617,0.1,208.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:57:08,32.02417,-81.04617,0.0,102.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:00:08,32.02417,-81.04617,0.0,252.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:05:58,32.02417,-81.04617,0.1,294.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:04:48,32.02417,-81.04617,0.1,215.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:02:28,32.02417,-81.04617,0.1,158.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:07:07,32.02417,-81.04617,0.0,248.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:03:37,32.02417,-81.04617,0.1,172.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:08:17,32.02417,-81.04617,0.1,21.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T05:51:17,32.02417,-81.04617,0.1,51.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:14:17,32.02417,-81.04617,0.1,0.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:10:38,32.02417,-81.04617,0.1,161.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:12:57,32.02417,-81.04617,0.1,24.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:11:47,32.02417,-81.04617,0.1,214.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:16:38,32.02417,-81.04617,0.1,132.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:00:07,32.02417,-81.04617,0.1,287.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:17:47,32.02417,-81.04617,0.0,281.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:21:17,32.02417,-81.04617,0.1,254.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:22:27,32.02417,-81.04617,0.1,69.0,330.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T01:28:47,32.02417,-81.04617,0.1,130.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:06:16,32.02417,-81.04617,0.1,341.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:24:48,32.02417,-81.04617,0.1,190.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:27:07,32.02417,-81.04617,0.1,146.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:29:28,32.02417,-81.04617,0.1,164.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:25:57,32.02417,-81.04617,0.0,319.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:09:37,32.02417,-81.04617,0.0,329.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:32:57,32.02417,-81.04617,0.0,206.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:28:27,32.02417,-81.04617,0.0,217.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:30:37,32.02417,-81.04617,0.1,347.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:34:07,32.02417,-81.04617,0.1,338.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:35:17,32.02417,-81.04617,0.0,335.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:40:57,32.02417,-81.04617,0.0,349.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:39:48,32.02417,-81.04617,0.1,144.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:38:37,32.02417,-81.04617,0.1,328.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:23:38,32.02417,-81.04617,0.0,99.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:43:18,32.02417,-81.04617,0.1,139.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:44:28,32.02417,-81.04617,0.1,299.0,330.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:42:07,32.02417,-81.04617,0.0,162.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:46:47,32.02417,-81.04617,0.1,188.0,330.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:45:37,32.02417,-81.04617,0.0,259.0,330.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:47:48,32.02417,-81.04617,0.1,60.0,330.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:50:07,32.02417,-81.04617,0.1,300.0,330.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:48:58,32.02417,-81.04617,0.2,155.0,330.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:52:27,32.02417,-81.04617,0.1,287.0,330.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:51:16,32.02417,-81.04617,0.0,163.0,330.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:55:48,32.02417,-81.04617,0.1,27.0,330.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:53:37,32.02417,-81.04617,0.1,272.0,330.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:58:08,32.02417,-81.04617,0.1,189.0,330.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:54:47,32.02417,-81.04617,0.1,159.0,330.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:56:58,32.02417,-81.04617,0.1,327.0,330.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:59:17,32.02417,-81.04617,0.1,138.0,330.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:00:08,32.02417,-81.04617,0.0,167.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:41:58,32.02417,-81.04617,0.1,189.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:03:48,32.02417,-81.04617,0.1,294.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T06:44:17,32.02417,-81.04617,0.1,308.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:01:17,32.02417,-81.04617,0.0,123.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:02:37,32.02417,-81.04617,0.1,62.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:04:58,32.02417,-81.04617,0.1,35.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T01:31:08,32.02417,-81.04617,0.1,268.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:09:38,32.02417,-81.04617,0.1,337.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:07:17,32.02417,-81.04617,0.1,210.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:11:57,32.02417,-81.04617,0.1,213.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:10:48,32.02417,-81.04617,0.1,178.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:15:17,32.02417,-81.04617,0.1,233.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:14:08,32.02417,-81.04617,0.1,87.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:13:07,32.02417,-81.04617,0.1,317.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:17:27,32.02417,-81.04617,0.0,315.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:20:57,32.02417,-81.04617,0.0,278.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:19:47,32.02417,-81.04617,0.2,153.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:22:08,32.02417,-81.04617,0.0,266.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:24:37,32.02417,-81.04617,0.1,156.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:23:28,32.02417,-81.04617,0.0,107.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:25:48,32.02417,-81.04617,0.1,46.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:28:08,32.02417,-81.04617,0.1,189.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:26:57,32.02417,-81.04617,0.1,185.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:29:17,32.02417,-81.04617,0.1,355.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:30:18,32.02417,-81.04617,0.1,160.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:32:28,32.02417,-81.04617,0.1,290.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:31:27,32.02417,-81.04617,0.1,302.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:33:38,32.02417,-81.04617,0.1,133.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:34:47,32.02417,-81.04617,0.0,164.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:37:08,32.02417,-81.04617,0.1,223.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:09:28,32.02417,-81.04617,0.0,46.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:42:57,32.02417,-81.04617,0.1,229.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:41:47,32.02417,-81.04617,0.1,340.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:43:58,32.02417,-81.04617,0.1,7.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:46:08,32.02417,-81.04617,0.1,199.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:49:38,32.02417,-81.04617,0.1,224.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:47:18,32.02417,-81.04617,0.0,58.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:48:28,32.02417,-81.04617,0.1,154.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:53:07,32.02417,-81.04617,0.0,259.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:18:57,32.02417,-81.04617,0.1,13.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:51:58,32.02417,-81.04617,0.1,179.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:57:37,32.02417,-81.04617,0.1,117.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:56:27,32.02417,-81.04617,0.1,89.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:55:18,32.02417,-81.04617,0.1,142.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T01:48:38,32.02417,-81.04617,0.0,2.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:00:08,32.02417,-81.04617,0.1,240.0,327.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:05:47,32.02417,-81.04617,0.1,214.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:06:57,32.02417,-81.04617,0.0,26.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:31:48,32.02417,-81.04617,0.1,197.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:10:26,32.02417,-81.04617,0.0,101.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:11:37,32.02417,-81.04617,0.0,126.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:36:27,32.02417,-81.04617,0.0,247.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:14:58,32.02417,-81.04617,0.1,251.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T07:37:28,32.02417,-81.04617,0.1,57.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:16:08,32.02417,-81.04617,0.1,302.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:18:27,32.02417,-81.04617,0.0,336.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:17:17,32.02417,-81.04617,0.1,157.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:23:07,32.02417,-81.04617,0.1,16.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:19:38,32.02417,-81.04617,0.1,140.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:21:58,32.02417,-81.04617,0.1,266.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:20:48,32.02417,-81.04617,0.0,239.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:24:17,32.02417,-81.04617,0.0,345.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:26:37,32.02417,-81.04617,0.1,86.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:28:58,32.02417,-81.04617,0.0,142.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:30:08,32.02417,-81.04617,0.0,315.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:31:18,32.02417,-81.04617,0.1,202.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:32:27,32.02417,-81.04617,0.1,164.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:33:37,32.02417,-81.04617,0.1,340.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:34:47,32.02417,-81.04617,0.1,220.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:35:57,32.02417,-81.04617,0.1,102.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:38:08,32.02417,-81.04617,0.1,330.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:36:58,32.02417,-81.04617,0.1,303.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:39:17,32.02417,-81.04617,0.0,213.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:41:38,32.02417,-81.04617,0.1,175.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:42:47,32.02417,-81.04617,0.0,318.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:43:58,32.02417,-81.04617,0.1,247.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
235096399,2024-01-01T08:03:31,27.78969,-97.39082,0.5,112.1,511.0,ASSINIE,IMO0000000,2GDG3,37.0,,6.0,0.0,,,B
248727000,2024-01-01T09:46:18,32.02417,-81.04617,0.1,250.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:45:08,32.02417,-81.04617,0.1,0.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:47:27,32.02417,-81.04617,0.1,293.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:48:38,32.02417,-81.04617,0.0,288.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:49:58,32.02417,-81.04617,0.1,292.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:08:27,32.02417,-81.04617,0.1,314.0,329.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:52:18,32.02417,-81.04617,0.1,234.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T09:53:27,32.02417,-81.04617,0.1,253.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
248727000,2024-01-01T08:16:26,32.02417,-81.04617,0.0,183.0,328.0,AMORAZUR II,IMO8981664,9HB2042,37.0,0.0,45.0,9.0,2.7,37.0,A
